Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-2/afl/queue/id:000000,orig:example.txt; 1564723; 1007157248; 23; 0
fuzzer-out-2/afl/queue/id:000001,src:000000,op:havoc,rep:2,+cov; 1629942; 1007157248; 43; 0
fuzzer-out-2/afl/queue/id:000002,src:000000,op:havoc,rep:8; 1412049; 1007157248; 43; 0
fuzzer-out-2/afl/queue/id:000003,src:000000,op:havoc,rep:8; 1410661; 1007157248; 23; 0
fuzzer-out-2/afl/queue/id:000004,src:000000,op:havoc,rep:16; 1473533; 1007157248; 73; 0
fuzzer-out-2/afl/queue/id:000005,src:000000,op:havoc,rep:8; 1426844; 1007157248; 43; 0
fuzzer-out-2/afl/queue/id:000006,src:000000,op:havoc,rep:2; 1414552; 1007157248; 33; 0
fuzzer-out-2/afl/queue/id:000007,src:000000,op:havoc,rep:32; 1431722; 1007157248; 93; 0
fuzzer-out-2/afl/queue/id:000008,src:000000,op:havoc,rep:64; 1274632; 1007157248; 43; 0
fuzzer-out-2/afl/queue/id:000009,src:000000,op:havoc,rep:128; 1466340; 1007157248; 63; 0
fuzzer-out-2/afl/queue/id:000010,src:000003+000008,op:splice,rep:64; 1485732; 1007157248; 133; 0
fuzzer-out-2/afl/queue/id:000011,src:000003+000007,op:splice,rep:32; 1448373; 1007157248; 173; 0
fuzzer-out-2/afl/queue/id:000012,src:000004+000011,op:splice,rep:32; 1452212; 1007157248; 173; 0
fuzzer-out-2/afl/queue/id:000013,src:000004+000010,op:splice,rep:2; 1583117; 1007157248; 173; 0
