Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-1/afl/queue/id:000000,orig:example.txt; 0; 0; 0; 0
fuzzer-out-1/afl/queue/id:000001,src:000000,op:havoc,rep:2,+cov; 1496559; 1007157248; 84; 0
fuzzer-out-1/afl/queue/id:000002,src:000000,op:havoc,rep:16; 1328904; 1007157248; 84; 0
fuzzer-out-1/afl/queue/id:000003,src:000000,op:havoc,rep:64; 1317071; 1007157248; 84; 0
fuzzer-out-1/afl/queue/id:000004,src:000000,op:havoc,rep:64; 1360799; 1007157248; 84; 0
fuzzer-out-1/afl/queue/id:000005,src:000000,op:havoc,rep:32; 1376971; 1007157248; 84; 0
fuzzer-out-1/afl/queue/id:000006,src:000000,op:havoc,rep:128; 1333515; 1007157248; 84; 0
fuzzer-out-1/afl/queue/id:000007,src:000000,op:havoc,rep:128; 1321178; 1007157248; 84; 0
fuzzer-out-1/afl/queue/id:000008,src:000000,op:havoc,rep:64,+cov; 1496674; 1007157248; 84; 0
fuzzer-out-1/afl/queue/id:000009,src:000000,op:havoc,rep:16; 1454067; 1007157248; 84; 0
fuzzer-out-1/afl/queue/id:000010,src:000000,op:havoc,rep:16; 1205169; 1007157248; 84; 0
fuzzer-out-1/afl/queue/id:000011,src:000000,op:havoc,rep:16; 1483684; 1007157248; 84; 0
