Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-2/afl/queue/id:000000,orig:example.txt; 0; 0; 0; 0
fuzzer-out-2/afl/queue/id:000001,src:000000,op:havoc,rep:4,+cov,highscore; 1736301; 1007157248; 20; 53
fuzzer-out-2/afl/queue/id:000002,src:000000,op:havoc,rep:128,+cov; 1517685; 1007157248; 20; 0
fuzzer-out-2/afl/queue/id:000003,src:000000,op:havoc,rep:16,+cov; 1825641; 1007157248; 305; 7
fuzzer-out-2/afl/queue/id:000004,src:000000,op:havoc,rep:16; 1719056; 1007157248; 80; 20
fuzzer-out-2/afl/queue/id:000005,src:000000,op:havoc,rep:128; 1381219; 1007157248; 26; 0
fuzzer-out-2/afl/queue/id:000006,src:000000,op:havoc,rep:16; 1595896; 1007157248; 59; 0
fuzzer-out-2/afl/queue/id:000007,src:000000,op:havoc,rep:16; 1486056; 1007157248; 23; 8
fuzzer-out-2/afl/queue/id:000008,src:000000,op:havoc,rep:4; 1504692; 1007157248; 41; 46
fuzzer-out-2/afl/queue/id:000009,src:000000,op:havoc,rep:4,highscore; 1396249; 1007157248; 47; 79
fuzzer-out-2/afl/queue/id:000010,src:000000,op:havoc,rep:16; 1474147; 1007157248; 29; 0
fuzzer-out-2/afl/queue/id:000011,src:000000,op:havoc,rep:16,highscore; 1304742; 1007157248; 20; 86
fuzzer-out-2/afl/queue/id:000012,src:000000,op:havoc,rep:64,highscore; 1290879; 1007157248; 302; 94
fuzzer-out-2/afl/queue/id:000013,src:000009+000005,op:splice,rep:2,highscore; 866104; 1007157248; 305; 95
