Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-1/afl/queue/id:000000,orig:example.txt; 0; 0; 0; 0
fuzzer-out-1/afl/queue/id:000001,src:000000,op:havoc,rep:64,+cov; 1416239; 1007157248; 48; 0
fuzzer-out-1/afl/queue/id:000002,src:000000,op:havoc,rep:8; 1461134; 1007157248; 36; 0
fuzzer-out-1/afl/queue/id:000003,src:000000,op:havoc,rep:16; 1740420; 1007157248; 44; 0
fuzzer-out-1/afl/queue/id:000004,src:000000,op:havoc,rep:16; 1792295; 1007157248; 60; 0
fuzzer-out-1/afl/queue/id:000005,src:000000,op:havoc,rep:8; 1619270; 1007157248; 48; 0
fuzzer-out-1/afl/queue/id:000006,src:000000,op:havoc,rep:64; 1600290; 1007157248; 16; 0
fuzzer-out-1/afl/queue/id:000007,src:000000,op:havoc,rep:32; 1552978; 1007157248; 72; 0
fuzzer-out-1/afl/queue/id:000008,src:000000,op:havoc,rep:16; 1352367; 1007157248; 48; 0
fuzzer-out-1/afl/queue/id:000009,src:000000,op:havoc,rep:2; 1393762; 1007157248; 20; 0
fuzzer-out-1/afl/queue/id:000010,src:000000,op:havoc,rep:128; 1507863; 1007157248; 12; 0
fuzzer-out-1/afl/queue/id:000011,src:000000,op:havoc,rep:64; 1660619; 1007157248; 148; 0
fuzzer-out-1/afl/queue/id:000012,src:000000,op:havoc,rep:128; 1717278; 1007157248; 184; 0
fuzzer-out-1/afl/queue/id:000013,src:000000,op:havoc,rep:16; 1629351; 1007157248; 92; 0
fuzzer-out-1/afl/queue/id:000014,src:000001,op:havoc,rep:8; 1614440; 1007157248; 192; 0
