Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-4/afl/queue/id:000000,orig:example.txt; 0; 0; 0; 0
fuzzer-out-4/afl/queue/id:000001,src:000000,op:havoc,rep:2,+cov; 1439334; 1007157248; 23; 0
fuzzer-out-4/afl/queue/id:000002,src:000000,op:havoc,rep:128,+cov; 1508883; 1007157248; 43; 0
fuzzer-out-4/afl/queue/id:000003,src:000000,op:havoc,rep:16; 1754531; 1007157248; 63; 0
fuzzer-out-4/afl/queue/id:000004,src:000000,op:havoc,rep:8; 1689390; 1007157248; 43; 0
fuzzer-out-4/afl/queue/id:000005,src:000000,op:havoc,rep:8; 1589072; 1007157248; 33; 0
fuzzer-out-4/afl/queue/id:000006,src:000000,op:havoc,rep:8; 1578348; 1007157248; 23; 0
fuzzer-out-4/afl/queue/id:000007,src:000000,op:havoc,rep:64; 1366101; 1007157248; 43; 0
fuzzer-out-4/afl/queue/id:000008,src:000000,op:havoc,rep:64; 1473411; 1007157248; 33; 0
fuzzer-out-4/afl/queue/id:000009,src:000000,op:havoc,rep:128; 1682052; 1007157248; 133; 0
fuzzer-out-4/afl/queue/id:000010,src:000000,op:havoc,rep:64; 1450159; 1007157248; 73; 0
fuzzer-out-4/afl/queue/id:000011,src:000001+000009,op:splice,rep:32; 1451303; 1007157248; 173; 0
fuzzer-out-4/afl/queue/id:000012,src:000001+000009,op:splice,rep:32; 1678435; 1007157248; 173; 0
