Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-3/afl/queue/id:000000,orig:example.txt; 0; 0; 0; 0
fuzzer-out-3/afl/queue/id:000001,src:000000,op:havoc,rep:16,+cov; 220774; 126877696; 11; 0
fuzzer-out-3/afl/queue/id:000002,src:000000,op:havoc,rep:16,+cov; 206300; 126877696; 10; 0
fuzzer-out-3/afl/queue/id:000003,src:000000,op:havoc,rep:16,+cov,highscore; 1066044; 126877696; 19; 8
fuzzer-out-3/afl/queue/id:000004,src:000000,op:havoc,rep:128; 235298; 126877696; 18; 0
fuzzer-out-3/afl/queue/id:000005,src:000000,op:havoc,rep:16; 246551; 126877696; 15; 0
fuzzer-out-3/afl/queue/id:000006,src:000000,op:havoc,rep:4,highscore; 310432; 126877696; 23; 12
fuzzer-out-3/afl/queue/id:000007,src:000000,op:havoc,rep:64,highscore; 646517; 126877696; 27; 16
fuzzer-out-3/afl/queue/id:000008,src:000000,op:havoc,rep:32,highscore; 149559; 126877696; 43; 32
fuzzer-out-3/afl/queue/id:000009,src:000006+000003,op:splice,rep:4,highscore; 126933; 126877696; 51; 40
