Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-1/afl/queue/id:000000,orig:example.txt; 3672225100; 1007157248; 3839675093; 0
fuzzer-out-1/afl/queue/id:000001,src:000000,op:havoc,rep:32,+cov,highscore; 541593418; 1007157248; 6; 1114242781
fuzzer-out-1/afl/queue/id:000002,src:000000,op:havoc,rep:16; 2323890334; 1007157248; 2429228939; 0
fuzzer-out-1/afl/queue/id:000003,src:000000,op:havoc,rep:8,highscore; 1839132373; 1007157248; 6; 3839412943
fuzzer-out-1/afl/queue/id:000004,src:000000,op:havoc,rep:16; 1477657; 1007157248; 11; 0
fuzzer-out-1/afl/queue/id:000005,src:000000,op:havoc,rep:4,highscore; 1840632056; 1007157248; 6; 3839675087
fuzzer-out-1/afl/queue/id:000006,src:000000,op:havoc,rep:16; 1287254; 1007157248; 9; 0
fuzzer-out-1/afl/queue/id:000007,src:000000,op:havoc,rep:8,+cov; 1297210; 1007157248; 4; 0
fuzzer-out-1/afl/queue/id:000008,src:000000,op:havoc,rep:8,+cov; 1348057; 1007157248; 6; 0
fuzzer-out-1/afl/queue/id:000009,src:000000,op:havoc,rep:8; 3544130765; 1007157248; 3708345379; 0
fuzzer-out-1/afl/queue/id:000010,src:000000,op:havoc,rep:4; 554100718; 1007157248; 572662313; 0
fuzzer-out-1/afl/queue/id:000011,src:000000,op:havoc,rep:2,highscore; 1839466282; 1007157248; 6; 3839708367
fuzzer-out-1/afl/queue/id:000012,src:000000,op:havoc,rep:4,highscore; 1952938403; 1007157248; 6; 4074556111
fuzzer-out-1/afl/queue/id:000013,src:000000,op:havoc,rep:64; 234056791; 1007157248; 235802133; 0
fuzzer-out-1/afl/queue/id:000014,src:000000,op:havoc,rep:16,highscore; 2058874833; 1007157248; 4294966791; 4294966785
