Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-1/afl/queue/id:000000,orig:example.txt; 1538398; 1007157248; 51; 0
fuzzer-out-1/afl/queue/id:000001,src:000000,op:havoc,rep:8,+cov; 1681762; 1007157248; 19; 0
fuzzer-out-1/afl/queue/id:000002,src:000000,op:havoc,rep:8,highscore; 1329651; 1007157248; 19; 20
fuzzer-out-1/afl/queue/id:000003,src:000000,op:havoc,rep:16; 1434679; 1007157248; 123; 0
fuzzer-out-1/afl/queue/id:000004,src:000000,op:havoc,rep:4; 1385749; 1007157248; 78; 0
fuzzer-out-1/afl/queue/id:000005,src:000000,op:havoc,rep:2; 1313512; 1007157248; 33; 0
fuzzer-out-1/afl/queue/id:000006,src:000000,op:havoc,rep:32; 1280310; 1007157248; 42; 0
fuzzer-out-1/afl/queue/id:000007,src:000000,op:havoc,rep:4,highscore; 1451278; 1007157248; 19; 32
fuzzer-out-1/afl/queue/id:000008,src:000000,op:havoc,rep:16,highscore; 1309260; 1007157248; 19; 68
fuzzer-out-1/afl/queue/id:000009,src:000000,op:havoc,rep:32,+cov; 1142341; 1007157248; 32; 0
fuzzer-out-1/afl/queue/id:000010,src:000000,op:havoc,rep:4,highscore; 1574634; 1007157248; 114; 95
fuzzer-out-1/afl/queue/id:000011,src:000000,op:havoc,rep:64; 1422243; 1007157248; 30; 11
fuzzer-out-1/afl/queue/id:000012,src:000000,op:havoc,rep:32,highscore; 1478826; 1007157248; 117; 98
fuzzer-out-1/afl/queue/id:000013,src:000000,op:havoc,rep:64,highscore; 1339464; 1007157248; 19; 113
fuzzer-out-1/afl/queue/id:000014,src:000000,op:havoc,rep:16,highscore; 1347126; 1007157248; 144; 125
fuzzer-out-1/afl/queue/id:000015,src:000000+000013,op:splice,rep:4,highscore; 1267590; 1007157248; 19; 149
fuzzer-out-1/afl/queue/id:000016,src:000000+000013,op:splice,rep:32; 1217195; 1007157248; 27; 8
