Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-3/afl/queue/id:000000,orig:example.txt; 562500; 257425408; 18; 0
fuzzer-out-3/afl/queue/id:000001,src:000000,op:havoc,rep:16; 854800; 257425408; 58; 0
fuzzer-out-3/afl/queue/id:000002,src:000000,op:havoc,rep:16; 486500; 257425408; 26; 0
fuzzer-out-3/afl/queue/id:000003,src:000000,op:havoc,rep:8,+cov; 575100; 257425408; 34; 0
fuzzer-out-3/afl/queue/id:000004,src:000000,op:havoc,rep:64; 551200; 257425408; 26; 0
fuzzer-out-3/afl/queue/id:000005,src:000000,op:havoc,rep:16; 483600; 257425408; 42; 0
fuzzer-out-3/afl/queue/id:000006,src:000000,op:havoc,rep:64; 719200; 257425408; 90; 0
fuzzer-out-3/afl/queue/id:000007,src:000000,op:havoc,rep:8; 432400; 257425408; 18; 0
fuzzer-out-3/afl/queue/id:000008,src:000000,op:havoc,rep:16; 503800; 257425408; 34; 0
fuzzer-out-3/afl/queue/id:000009,src:000000,op:havoc,rep:128; 634900; 257425408; 58; 0
fuzzer-out-3/afl/queue/id:000010,src:000000+000009,op:splice,rep:16; 607900; 257425408; 90; 0
fuzzer-out-3/afl/queue/id:000011,src:000005+000010,op:splice,rep:64; 712400; 257425408; 138; 0
fuzzer-out-3/afl/queue/id:000012,src:000003+000011,op:splice,rep:128; 670300; 257425408; 138; 0
fuzzer-out-3/afl/queue/id:000013,src:000000+000010,op:splice,rep:64; 687400; 257425408; 138; 0
