Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-2/afl/queue/id:000000,orig:example.txt; 0; 0; 0; 0
fuzzer-out-2/afl/queue/id:000001,src:000000,op:havoc,rep:2,+cov; 718300; 257425408; 18; 0
fuzzer-out-2/afl/queue/id:000002,src:000000,op:havoc,rep:32,+cov; 583700; 257425408; 66; 0
fuzzer-out-2/afl/queue/id:000003,src:000000,op:havoc,rep:2; 783900; 257425408; 42; 0
fuzzer-out-2/afl/queue/id:000004,src:000000,op:havoc,rep:2; 704700; 257425408; 34; 0
fuzzer-out-2/afl/queue/id:000005,src:000000,op:havoc,rep:4; 528100; 257425408; 18; 0
fuzzer-out-2/afl/queue/id:000006,src:000000,op:havoc,rep:8; 503200; 257425408; 26; 0
fuzzer-out-2/afl/queue/id:000007,src:000000,op:havoc,rep:4; 572700; 257425408; 26; 0
fuzzer-out-2/afl/queue/id:000008,src:000000,op:havoc,rep:8; 548000; 257425408; 74; 0
fuzzer-out-2/afl/queue/id:000009,src:000000,op:havoc,rep:64; 471600; 257425408; 42; 0
fuzzer-out-2/afl/queue/id:000010,src:000000,op:havoc,rep:128; 817200; 257425408; 138; 0
fuzzer-out-2/afl/queue/id:000011,src:000000,op:havoc,rep:128; 699300; 257425408; 138; 0
