Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-2/afl/queue/id:000000,orig:example.txt; 1666502; 1007157248; 7; 53
fuzzer-out-2/afl/queue/id:000001,src:000000,op:havoc,rep:16,+cov; 2068734; 1007157248; 94; 0
fuzzer-out-2/afl/queue/id:000002,src:000000,op:havoc,rep:16; 1617334; 1007157248; 40; 44
fuzzer-out-2/afl/queue/id:000003,src:000000,op:havoc,rep:4; 1711471; 1007157248; 172; 0
fuzzer-out-2/afl/queue/id:000004,src:000000,op:havoc,rep:16; 1315331; 1007157248; 22; 3
fuzzer-out-2/afl/queue/id:000005,src:000000,op:havoc,rep:32; 1281120; 1007157248; 31; 0
fuzzer-out-2/afl/queue/id:000006,src:000000,op:havoc,rep:16,+cov; 1578830; 1007157248; 9; 0
fuzzer-out-2/afl/queue/id:000007,src:000000,op:havoc,rep:2,highscore; 1394340; 1007157248; 7; 55
fuzzer-out-2/afl/queue/id:000008,src:000000,op:havoc,rep:4,highscore; 1390734; 1007157248; 7; 61
fuzzer-out-2/afl/queue/id:000009,src:000000,op:havoc,rep:32; 1436943; 1007157248; 16; 26
fuzzer-out-2/afl/queue/id:000010,src:000000,op:havoc,rep:16; 1444427; 1007157248; 19; 0
fuzzer-out-2/afl/queue/id:000011,src:000000,op:havoc,rep:4,highscore; 1450847; 1007157248; 7; 62
fuzzer-out-2/afl/queue/id:000012,src:000000,op:havoc,rep:2,highscore; 1543157; 1007157248; 7; 71
fuzzer-out-2/afl/queue/id:000013,src:000000,op:havoc,rep:64,highscore; 1341235; 1007157248; 286; 91
fuzzer-out-2/afl/queue/id:000014,src:000011+000008,op:splice,rep:32,highscore; 1376933; 1007157248; 7; 92
fuzzer-out-2/afl/queue/id:000015,src:000009+000014,op:splice,rep:16,highscore; 969442; 1007157248; 7; 98
