Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-1/afl/queue/id:000000,orig:example.txt; 3384285; 126877696; 18; 0
fuzzer-out-1/afl/queue/id:000001,src:000000,op:havoc,rep:8,+cov; 387403; 126877696; 26; 0
fuzzer-out-1/afl/queue/id:000002,src:000000,op:havoc,rep:64; 613805; 126877696; 34; 0
fuzzer-out-1/afl/queue/id:000003,src:000000,op:havoc,rep:64; 333165; 126877696; 74; 0
fuzzer-out-1/afl/queue/id:000004,src:000000,op:havoc,rep:4; 467493; 126877696; 42; 0
fuzzer-out-1/afl/queue/id:000005,src:000000,op:havoc,rep:32; 288166; 126877696; 18; 0
fuzzer-out-1/afl/queue/id:000006,src:000000,op:havoc,rep:16; 300811; 126877696; 34; 0
fuzzer-out-1/afl/queue/id:000007,src:000000,op:havoc,rep:4; 217389; 126877696; 18; 0
fuzzer-out-1/afl/queue/id:000008,src:000000,op:havoc,rep:128; 325446; 126877696; 90; 0
fuzzer-out-1/afl/queue/id:000009,src:000000,op:havoc,rep:64; 150862; 126877696; 82; 0
fuzzer-out-1/afl/queue/id:000010,src:000002+000003,op:splice,rep:32; 241401; 126877696; 138; 0
fuzzer-out-1/afl/queue/id:000011,src:000003+000010,op:splice,rep:64; 286948; 126877696; 138; 0
fuzzer-out-1/afl/queue/id:000012,src:000005+000009,op:splice,rep:16; 158962; 126877696; 90; 0
fuzzer-out-1/afl/queue/id:000013,src:000000+000009,op:splice,rep:32; 184985; 126877696; 138; 0
