Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-2/afl/queue/id:000000,orig:example.txt; 1767091; 1007157248; 63; 0
fuzzer-out-2/afl/queue/id:000001,src:000000,op:havoc,rep:16; 1536824; 1007157248; 39; 0
fuzzer-out-2/afl/queue/id:000002,src:000000,op:havoc,rep:128,+cov,highscore; 1807952; 1007157248; 83; 12
fuzzer-out-2/afl/queue/id:000003,src:000000,op:havoc,rep:16; 1887938; 1007157248; 115; 8
fuzzer-out-2/afl/queue/id:000004,src:000000,op:havoc,rep:8; 1652612; 1007157248; 39; 0
fuzzer-out-2/afl/queue/id:000005,src:000000,op:havoc,rep:8; 1612927; 1007157248; 51; 0
fuzzer-out-2/afl/queue/id:000006,src:000000,op:havoc,rep:128,highscore; 1781961; 1007157248; 219; 16
fuzzer-out-2/afl/queue/id:000007,src:000000,op:havoc,rep:32,+cov; 1339318; 1007157248; 62; 1
fuzzer-out-2/afl/queue/id:000008,src:000000,op:havoc,rep:64; 1414387; 1007157248; 35; 4
fuzzer-out-2/afl/queue/id:000009,src:000000,op:havoc,rep:8; 1525997; 1007157248; 87; 0
fuzzer-out-2/afl/queue/id:000010,src:000000,op:havoc,rep:64; 1570914; 1007157248; 39; 0
fuzzer-out-2/afl/queue/id:000011,src:000000,op:havoc,rep:32; 1563524; 1007157248; 31; 8
fuzzer-out-2/afl/queue/id:000012,src:000000,op:havoc,rep:64,highscore; 1430219; 1007157248; 211; 20
fuzzer-out-2/afl/queue/id:000013,src:000000,op:havoc,rep:16,highscore; 1460568; 1007157248; 39; 24
fuzzer-out-2/afl/queue/id:000014,src:000000,op:havoc,rep:128,highscore; 1181914; 1007157248; 195; 44
fuzzer-out-2/afl/queue/id:000015,src:000000,op:havoc,rep:128,highscore; 1081694; 1007157248; 127; 56
fuzzer-out-2/afl/queue/id:000016,src:000014,op:havoc,rep:8; 1384274; 1007157248; 219; 36
fuzzer-out-2/afl/queue/id:000017,src:000014+000016,op:splice,rep:64,highscore; 1294223; 1007157248; 131; 64
fuzzer-out-2/afl/queue/id:000018,src:000015+000017,op:splice,rep:8,highscore; 1392125; 1007157248; 119; 68
fuzzer-out-2/afl/queue/id:000019,src:000015+000017,op:splice,rep:2; 1447309; 1007157248; 207; 24
fuzzer-out-2/afl/queue/id:000020,src:000015+000017,op:splice,rep:64,highscore; 1433065; 1007157248; 131; 72
fuzzer-out-2/afl/queue/id:000021,src:000000+000017,op:splice,rep:4,highscore; 1408548; 1007157248; 131; 76
fuzzer-out-2/afl/queue/id:000022,src:000000+000017,op:splice,rep:32,highscore; 1425853; 1007157248; 131; 84
fuzzer-out-2/afl/queue/id:000023,src:000000+000017,op:splice,rep:8,highscore; 1337025; 1007157248; 115; 100
fuzzer-out-2/afl/queue/id:000024,src:000015+000023,op:splice,rep:8,highscore; 1308772; 1007157248; 107; 104
fuzzer-out-2/afl/queue/id:000025,src:000015+000023,op:splice,rep:4,highscore; 1187490; 1007157248; 99; 112
fuzzer-out-2/afl/queue/id:000026,src:000025,op:havoc,rep:4,highscore; 1505573; 1007157248; 99; 120
fuzzer-out-2/afl/queue/id:000027,src:000020+000011,op:splice,rep:128; 1565653; 1007157248; 219; 16
