Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-5/afl/queue/id:000000,orig:example.txt; 1695568; 1007157248; 52; 0
fuzzer-out-5/afl/queue/id:000001,src:000000,op:havoc,rep:8,+cov; 1428279; 1007157248; 54; 0
fuzzer-out-5/afl/queue/id:000002,src:000000,op:havoc,rep:8; 1767109; 1007157248; 34; 0
fuzzer-out-5/afl/queue/id:000003,src:000000,op:havoc,rep:4; 1596771; 1007157248; 43; 0
fuzzer-out-5/afl/queue/id:000004,src:000000,op:havoc,rep:8,highscore; 1686740; 1007157248; 51; 1
fuzzer-out-5/afl/queue/id:000005,src:000000,op:havoc,rep:8; 1378866; 1007157248; 97; 1
fuzzer-out-5/afl/queue/id:000006,src:000000,op:havoc,rep:64; 1421516; 1007157248; 27; 0
fuzzer-out-5/afl/queue/id:000007,src:000000,op:havoc,rep:128; 1663019; 1007157248; 123; 0
fuzzer-out-5/afl/queue/id:000008,src:000000,op:havoc,rep:16; 1342451; 1007157248; 30; 0
fuzzer-out-5/afl/queue/id:000009,src:000000,op:havoc,rep:64,+cov; 1436140; 1007157248; 27; 0
