Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-4/afl/queue/id:000000,orig:example.txt; 3699046024; 1007157248; 3839675096; 0
fuzzer-out-4/afl/queue/id:000001,src:000000,op:havoc,rep:16,+cov; 3556153306; 1007157248; 3638091850; 0
fuzzer-out-4/afl/queue/id:000002,src:000000,op:havoc,rep:2; 3673193716; 1007157248; 3839675400; 0
fuzzer-out-4/afl/queue/id:000003,src:000000,op:havoc,rep:16; 3526161998; 1007157248; 3691130938; 0
fuzzer-out-4/afl/queue/id:000004,src:000000,op:havoc,rep:128; 584725988; 1007157248; 605803948; 0
fuzzer-out-4/afl/queue/id:000005,src:000000,op:havoc,rep:32,+cov; 1725892; 1007157248; 11; 0
fuzzer-out-4/afl/queue/id:000006,src:000000,op:havoc,rep:8; 3891271511; 1007157248; 4073725968; 0
fuzzer-out-4/afl/queue/id:000007,src:000000,op:havoc,rep:128; 171997601; 1007157248; 168441364; 0
fuzzer-out-4/afl/queue/id:000008,src:000000,op:havoc,rep:64; 2519643318; 1007157248; 2595356690; 0
fuzzer-out-4/afl/queue/id:000009,src:000000,op:havoc,rep:16; 1125137379; 1007157248; 1116127756; 0
fuzzer-out-4/afl/queue/id:000010,src:000000,op:havoc,rep:8; 459362535; 1007157248; 471604262; 0
fuzzer-out-4/afl/queue/id:000011,src:000000,op:havoc,rep:64; 3379464721; 1007157248; 3476548650; 0
fuzzer-out-4/afl/queue/id:000012,src:000001+000004,op:splice,rep:8; 454770449; 1007157248; 467903006; 0
fuzzer-out-4/afl/queue/id:000013,src:000001+000010,op:splice,rep:64; 2481541828; 1007157248; 2592725516; 0
