Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-3/afl/queue/id:000000,orig:example.txt; 0; 0; 0; 0
fuzzer-out-3/afl/queue/id:000001,src:000000,op:havoc,rep:8,+cov,highscore; 1564185; 1007157248; 87; 8
fuzzer-out-3/afl/queue/id:000002,src:000000,op:havoc,rep:32,+cov; 1805647; 1007157248; 75; 8
fuzzer-out-3/afl/queue/id:000003,src:000000,op:havoc,rep:2,+cov; 1537359; 1007157248; 62; 1
fuzzer-out-3/afl/queue/id:000004,src:000000,op:havoc,rep:128; 1359470; 1007157248; 39; 4
fuzzer-out-3/afl/queue/id:000005,src:000000,op:havoc,rep:16; 1815854; 1007157248; 51; 8
fuzzer-out-3/afl/queue/id:000006,src:000000,op:havoc,rep:64,+cov; 1898680; 1007157248; 175; 8
fuzzer-out-3/afl/queue/id:000007,src:000000,op:havoc,rep:32; 1476701; 1007157248; 99; 0
fuzzer-out-3/afl/queue/id:000008,src:000000,op:havoc,rep:8; 1468413; 1007157248; 39; 0
fuzzer-out-3/afl/queue/id:000009,src:000000,op:havoc,rep:128,highscore; 1629338; 1007157248; 79; 20
fuzzer-out-3/afl/queue/id:000010,src:000000,op:havoc,rep:8; 1466936; 1007157248; 87; 0
fuzzer-out-3/afl/queue/id:000011,src:000000,op:havoc,rep:64; 1463816; 1007157248; 35; 4
fuzzer-out-3/afl/queue/id:000012,src:000000,op:havoc,rep:64; 1652443; 1007157248; 211; 0
fuzzer-out-3/afl/queue/id:000013,src:000000,op:havoc,rep:64; 1155489; 1007157248; 31; 0
fuzzer-out-3/afl/queue/id:000014,src:000000,op:havoc,rep:64; 1275498; 1007157248; 131; 4
fuzzer-out-3/afl/queue/id:000015,src:000000,op:havoc,rep:128,highscore; 1529821; 1007157248; 195; 40
fuzzer-out-3/afl/queue/id:000016,src:000000,op:havoc,rep:8,highscore; 1217772; 1007157248; 75; 56
fuzzer-out-3/afl/queue/id:000017,src:000000,op:havoc,rep:16,highscore; 1523168; 1007157248; 83; 64
fuzzer-out-3/afl/queue/id:000018,src:000000+000016,op:splice,rep:4,highscore; 1474571; 1007157248; 99; 72
fuzzer-out-3/afl/queue/id:000019,src:000000+000017,op:splice,rep:2,highscore; 1263335; 1007157248; 67; 80
fuzzer-out-3/afl/queue/id:000020,src:000017,op:havoc,rep:4,highscore; 1553541; 1007157248; 91; 88
fuzzer-out-3/afl/queue/id:000021,src:000017,op:havoc,rep:8,highscore; 1512962; 1007157248; 79; 100
