Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-3/afl/queue/id:000000,orig:example.txt; 1206451; 1007157248; 84; 0
fuzzer-out-3/afl/queue/id:000001,src:000000,op:havoc,rep:16; 1300303; 1007157248; 84; 0
fuzzer-out-3/afl/queue/id:000002,src:000000,op:havoc,rep:4; 1274166; 1007157248; 84; 0
fuzzer-out-3/afl/queue/id:000003,src:000000,op:havoc,rep:32,+cov; 1332727; 1007157248; 84; 0
fuzzer-out-3/afl/queue/id:000004,src:000000,op:havoc,rep:16; 1316882; 1007157248; 84; 0
fuzzer-out-3/afl/queue/id:000005,src:000000,op:havoc,rep:128; 1347500; 1007157248; 84; 0
fuzzer-out-3/afl/queue/id:000006,src:000000,op:havoc,rep:128; 1346807; 1007157248; 84; 0
fuzzer-out-3/afl/queue/id:000007,src:000000,op:havoc,rep:128; 1404030; 1007157248; 84; 0
fuzzer-out-3/afl/queue/id:000008,src:000000,op:havoc,rep:128; 1336614; 1007157248; 84; 0
fuzzer-out-3/afl/queue/id:000009,src:000000,op:havoc,rep:128; 1357107; 1007157248; 84; 0
fuzzer-out-3/afl/queue/id:000010,src:000000,op:havoc,rep:128; 1255415; 1007157248; 84; 0
