Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-3/afl/queue/id:000000,orig:example.txt; 2705675; 126877696; 18; 0
fuzzer-out-3/afl/queue/id:000001,src:000000,op:havoc,rep:32,+cov; 330727; 126877696; 42; 0
fuzzer-out-3/afl/queue/id:000002,src:000000,op:havoc,rep:16; 241599; 126877696; 34; 0
fuzzer-out-3/afl/queue/id:000003,src:000000,op:havoc,rep:32; 868667; 126877696; 42; 0
fuzzer-out-3/afl/queue/id:000004,src:000000,op:havoc,rep:64; 266059; 126877696; 42; 0
fuzzer-out-3/afl/queue/id:000005,src:000000,op:havoc,rep:32; 242831; 126877696; 50; 0
fuzzer-out-3/afl/queue/id:000006,src:000000,op:havoc,rep:128; 312341; 126877696; 90; 0
fuzzer-out-3/afl/queue/id:000007,src:000000,op:havoc,rep:8; 279274; 126877696; 42; 0
fuzzer-out-3/afl/queue/id:000008,src:000000,op:havoc,rep:64; 184158; 126877696; 18; 0
fuzzer-out-3/afl/queue/id:000009,src:000001,op:havoc,rep:16; 193928; 126877696; 58; 0
fuzzer-out-3/afl/queue/id:000010,src:000009+000006,op:splice,rep:64; 199315; 126877696; 138; 0
fuzzer-out-3/afl/queue/id:000011,src:000009+000010,op:splice,rep:8; 210255; 126877696; 138; 0
fuzzer-out-3/afl/queue/id:000012,src:000001+000003,op:splice,rep:4; 333817; 126877696; 106; 0
fuzzer-out-3/afl/queue/id:000013,src:000000,op:havoc,rep:64; 222058; 126877696; 138; 0
